longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,target
5,3,7,1,1,1,1,5,0,276100.0
5,3,7,3,4,4,3,3,0,276700.0
5,2,6,7,8,7,8,6,0,307200.0
5,2,7,1,0,0,1,8,0,357200.0
5,2,8,6,5,4,5,9,0,362600.0
5,2,8,1,1,1,1,8,0,361400.0
5,2,8,6,6,4,6,7,0,345900.0
5,2,9,5,3,2,3,8,0,350800.0
5,2,8,2,1,1,2,8,0,340700.0
5,2,8,2,3,1,2,5,0,329400.0
5,2,8,1,1,1,1,3,0,316000.0
5,2,7,0,0,0,0,6,0,331800.0
5,2,5,8,9,8,9,4,0,285700.0
5,2,7,3,2,1,2,8,0,387200.0
5,2,8,5,4,2,4,8,0,363500.0
5,2,8,4,2,3,3,8,0,363600.0
5,2,8,3,2,2,2,8,0,356000.0
5,2,8,2,1,1,1,8,0,365900.0
5,2,8,6,5,8,5,7,0,352300.0
5,2,8,2,1,1,1,7,0,365200.0
5,2,8,1,1,1,1,8,0,365900.0
5,2,7,1,1,0,0,8,0,422000.0
5,2,1,4,3,2,3,8,0,500001.0
5,2,6,6,5,3,5,8,0,500001.0
5,2,2,4,2,2,2,9,0,500001.0
5,2,1,0,0,0,0,9,0,500001.0
5,2,3,8,8,5,7,7,0,356100.0
5,2,1,9,9,9,9,7,0,283200.0
5,2,6,1,0,0,0,8,0,411200.0
5,2,7,0,0,0,0,8,0,432100.0
5,2,7,6,5,3,5,8,0,456600.0
5,2,7,1,0,1,1,9,0,434800.0
5,2,7,2,1,1,1,7,0,456300.0
5,2,8,6,5,5,5,8,0,377200.0
5,2,8,5,5,4,4,8,0,330700.0
5,2,8,3,3,2,3,8,0,287800.0
5,2,8,3,3,2,3,8,0,294500.0
5,2,8,5,5,5,5,7,0,299000.0
5,2,6,7,8,8,8,4,0,400000.0
5,2,5,3,6,6,6,2,0,187500.0
5,2,0,8,9,8,9,3,0,247600.0
5,2,8,1,1,1,1,6,0,303300.0
5,2,1,0,0,0,0,6,0,266700.0
5,2,5,1,1,1,1,6,0,284400.0
5,2,8,4,4,4,4,7,0,289600.0
5,2,3,7,8,4,7,8,0,500001.0
5,2,7,6,6,4,6,8,0,500001.0
5,2,7,4,3,2,3,8,0,500001.0
6,2,7,3,4,5,3,1,0,175900.0
6,2,8,0,0,1,0,2,0,159600.0
6,2,8,1,2,5,3,6,0,162000.0
6,2,8,5,6,6,5,5,0,156400.0
6,2,5,4,7,8,7,2,0,151200.0
6,2,3,6,6,7,6,2,0,162800.0
6,2,2,6,7,8,7,2,0,179700.0
6,2,5,5,5,7,6,6,0,232800.0
6,2,4,4,7,8,6,3,0,184100.0
6,2,6,6,7,6,7,5,0,200600.0
6,2,5,3,3,3,3,6,0,238700.0
5,2,6,4,3,4,4,8,0,230200.0
5,2,6,2,2,2,3,7,0,251300.0
6,2,0,2,4,6,4,1,0,222200.0
5,1,0,7,8,8,8,2,0,216700.0
5,1,7,2,1,2,1,7,0,239600.0
5,1,7,1,1,1,2,7,0,232400.0
5,2,7,0,0,0,0,2,0,200000.0
5,1,5,6,7,6,7,4,0,240200.0
5,1,6,6,7,7,7,5,0,226300.0
5,1,4,6,8,8,8,3,0,223400.0
5,1,6,2,3,4,3,2,0,213600.0
5,1,4,4,6,8,6,3,0,184400.0
5,1,4,6,8,8,8,2,0,175900.0
5,1,2,8,8,8,8,8,0,282700.0
5,1,4,6,6,6,6,8,0,268300.0
5,1,5,7,8,8,8,3,0,233300.0
5,1,6,6,7,8,8,3,0,235300.0
5,1,0,6,8,7,8,3,0,203300.0
5,1,1,7,8,8,8,4,0,224200.0
5,1,6,6,5,4,6,7,0,304100.0
6,1,8,4,5,7,5,4,0,171100.0
6,1,7,3,4,5,4,4,0,163100.0
6,1,5,1,1,2,1,8,0,181500.0
6,1,5,1,3,7,4,2,0,128000.0
6,1,4,0,0,2,0,5,0,131300.0
6,1,4,0,0,0,0,0,0,187500.0
6,1,7,2,3,3,3,4,0,177700.0
6,1,7,5,6,7,6,4,0,182300.0
6,1,7,2,3,5,3,4,0,184600.0
6,1,7,2,3,5,3,6,0,165500.0
6,1,4,4,4,6,4,6,0,191300.0
6,1,7,4,5,7,5,4,0,168000.0
6,1,2,5,6,7,7,4,0,169100.0
6,1,0,8,8,8,8,1,0,165400.0
6,1,1,4,6,3,6,4,0,154200.0
5,1,3,1,2,5,2,2,0,157500.0
5,1,0,1,4,6,4,3,0,146200.0
6,1,5,2,3,5,3,3,0,174000.0
6,1,4,3,5,7,5,1,0,174500.0
6,1,4,4,7,8,7,1,0,158700.0
6,1,7,2,3,6,4,3,0,172000.0
6,1,6,2,3,7,4,2,0,138100.0
6,1,7,3,5,7,5,2,0,150400.0
6,1,7,1,2,5,2,1,0,139800.0
6,1,3,5,7,8,7,1,0,164700.0
6,1,8,1,1,4,1,5,0,205600.0
6,1,2,0,0,0,0,2,0,350000.0
6,1,6,1,5,6,4,1,0,154700.0
6,1,5,0,0,1,0,0,0,182100.0
6,1,3,0,0,2,0,1,0,152300.0
6,1,7,5,8,8,8,1,0,163100.0
6,1,7,0,1,2,1,2,0,164200.0
6,1,4,5,7,8,7,1,0,150600.0
6,1,3,7,8,9,8,2,0,167300.0
6,1,7,1,2,4,2,4,0,160100.0
6,1,7,3,5,8,6,0,0,141300.0
6,1,9,0,0,0,0,3,0,112500.0
5,1,2,8,8,8,8,3,0,346200.0
5,1,2,9,9,9,9,8,0,290500.0
6,1,9,0,0,0,0,3,0,146900.0
6,1,8,2,4,6,4,2,0,186800.0
6,1,2,0,1,0,1,1,0,187500.0
6,1,8,3,6,7,6,0,0,200000.0
6,1,3,5,7,7,7,0,0,208300.0
6,1,1,0,2,1,1,0,0,350000.0
5,1,2,5,5,5,5,6,0,416100.0
5,1,0,8,8,8,8,7,0,285200.0
5,1,8,1,0,0,0,8,0,265600.0
5,1,9,4,4,4,4,7,0,273400.0
5,1,9,5,4,4,5,6,0,270800.0
5,1,7,5,5,4,5,7,0,350000.0
5,1,3,8,8,8,8,6,0,351200.0
6,1,4,3,5,5,4,2,0,192400.0
5,1,3,4,6,6,6,4,0,203100.0
6,1,7,2,2,2,2,2,0,218900.0
6,1,5,2,4,6,4,1,0,195300.0
6,1,10,2,5,4,4,1,0,306700.0
6,1,8,2,3,3,3,2,0,238300.0
6,1,5,4,6,5,6,1,0,225800.0
6,1,8,3,6,4,6,2,0,225000.0
6,1,3,6,7,7,7,1,0,242300.0
6,1,5,6,7,7,7,4,0,268500.0
5,1,8,3,5,3,4,2,0,255400.0
5,1,3,7,8,6,8,3,0,260500.0
5,1,7,3,2,2,2,7,0,368500.0
5,1,10,3,2,1,2,8,0,351900.0
5,1,2,6,7,5,7,5,0,285200.0
5,1,9,6,7,4,7,6,0,293900.0
5,1,10,4,3,3,4,6,0,350000.0
6,1,8,3,6,8,6,1,0,248100.0
6,1,7,6,8,8,8,1,0,234500.0
6,1,10,4,6,7,6,1,0,243200.0
6,1,8,4,6,6,6,1,0,227200.0
6,1,5,7,5,7,8,2,0,231700.0
6,1,4,5,6,5,6,4,0,257500.0
5,1,4,6,7,6,7,4,0,253400.0
5,1,4,6,6,6,6,4,0,267800.0
5,1,8,6,7,5,7,5,0,276400.0
5,1,10,3,2,1,2,6,0,321500.0
5,1,4,6,6,6,5,6,0,326700.0
5,1,8,5,3,4,4,7,0,311900.0
5,1,6,5,3,3,4,8,0,409800.0
5,1,4,1,0,0,0,9,0,500001.0
5,1,4,8,8,8,8,8,0,446700.0
6,1,7,7,8,7,8,5,0,300000.0
5,1,8,1,1,1,1,8,0,401900.0
5,1,6,6,5,4,5,8,0,361500.0
6,1,8,3,5,2,5,3,0,464300.0
6,1,8,4,5,3,4,6,0,332800.0
6,1,5,6,7,5,7,7,0,303800.0
6,1,7,6,6,4,6,4,0,254300.0
6,1,3,2,5,2,5,4,0,225000.0
6,1,0,6,6,7,6,5,0,287500.0
6,4,5,8,7,7,7,9,0,396400.0
6,4,6,5,3,4,4,8,0,367100.0
6,4,5,7,5,5,5,9,0,394100.0
6,4,5,8,6,7,7,9,0,380100.0
6,4,7,5,5,4,5,7,0,361000.0
6,4,8,4,2,3,3,8,0,352700.0
6,4,8,1,1,1,1,8,0,254200.0
6,4,8,2,2,2,2,7,0,292100.0
6,4,6,6,6,6,6,6,0,271200.0
6,4,6,7,6,6,6,7,0,336900.0
6,4,6,5,5,5,5,7,0,296200.0
6,4,6,2,2,2,2,8,0,312100.0
6,4,6,3,2,2,2,8,0,344400.0
6,4,6,5,4,5,4,8,0,329500.0
6,4,8,1,0,1,1,7,0,271900.0
6,4,8,4,5,4,5,6,0,217700.0
6,4,5,4,4,4,4,8,0,301200.0
6,4,7,4,3,3,4,7,0,261300.0
6,4,8,2,2,2,2,7,0,209200.0
6,4,7,1,1,1,1,9,0,263700.0
6,4,6,3,2,2,2,8,0,326600.0
6,4,5,5,4,4,4,5,0,341700.0
6,4,7,7,7,5,7,4,0,268000.0
6,4,5,6,7,5,7,4,0,273400.0
6,4,5,2,4,1,4,2,0,200000.0
6,4,7,2,4,3,4,4,0,234800.0
6,4,8,5,5,5,6,4,0,263900.0
6,4,6,3,4,3,4,6,0,252000.0
6,4,6,6,6,6,6,5,0,267000.0
6,4,9,0,0,0,0,8,0,285000.0
6,4,9,2,2,2,2,8,0,317900.0
6,4,9,2,2,2,2,4,0,306300.0
6,4,8,4,5,5,5,8,0,309900.0
6,4,5,8,8,7,8,5,0,245600.0
6,4,7,6,6,5,5,8,0,241300.0
6,4,6,9,8,8,8,9,0,462200.0
6,4,9,3,3,2,3,5,0,422000.0
6,4,8,3,2,2,2,8,0,457400.0
6,4,8,5,5,3,3,9,0,446600.0
6,4,5,9,9,9,9,9,0,500001.0
6,4,7,1,1,0,1,4,0,331300.0
6,4,5,8,8,7,8,7,0,400000.0
6,4,7,5,5,4,6,6,0,409800.0
6,4,1,6,3,4,3,9,0,500001.0
6,4,7,8,8,8,8,5,0,366700.0
6,4,3,9,8,8,8,9,0,472700.0
6,4,4,0,0,0,0,8,0,420500.0
6,4,9,3,1,2,2,8,0,375700.0
6,4,5,8,8,8,8,8,0,446100.0
6,4,5,7,6,5,6,7,0,429100.0
6,4,4,3,6,5,6,3,0,257100.0
6,4,8,4,3,3,4,8,0,370400.0
6,4,8,6,6,4,6,4,0,374300.0
6,4,10,5,2,2,2,9,0,406200.0
6,4,10,4,2,2,2,8,0,380400.0
6,4,10,5,4,3,4,7,0,368100.0
6,4,10,2,2,1,2,7,0,372900.0
6,4,3,8,9,8,9,2,0,280000.0
6,4,2,8,9,8,9,5,0,318600.0
6,4,2,7,8,5,7,3,0,187500.0
6,4,2,6,8,7,8,4,0,206300.0
6,4,2,7,8,7,8,5,0,351100.0
6,4,9,2,2,2,2,8,0,354700.0
6,4,1,8,8,8,8,3,0,238700.0
6,4,8,4,3,3,3,5,0,321200.0
6,4,10,5,4,4,5,8,0,331200.0
6,4,10,4,5,3,3,9,0,374000.0
6,4,10,5,2,2,2,9,0,500001.0
6,4,10,7,4,4,4,8,0,498400.0
6,4,9,5,3,3,3,9,0,446800.0
6,4,10,6,4,4,5,8,0,358000.0
6,4,10,3,1,1,1,7,0,323500.0
6,4,9,5,3,3,3,8,0,365600.0
6,4,3,6,7,6,7,5,0,256300.0
6,4,2,8,8,8,8,1,0,255400.0
6,4,10,3,2,3,3,6,0,292600.0
6,4,0,8,8,8,8,5,0,286600.0
6,4,5,1,3,4,3,5,0,241900.0
6,4,8,0,0,0,0,6,0,189800.0
6,4,1,5,7,7,7,3,0,208300.0
5,4,2,8,8,8,8,2,0,222400.0
5,4,5,0,0,0,0,7,0,162500.0
6,4,6,1,2,2,3,4,0,238000.0
5,4,8,4,5,3,5,4,0,243600.0
5,4,6,7,8,8,8,3,0,256800.0
6,4,9,2,3,2,3,3,0,255500.0
6,4,3,5,7,7,7,2,0,217100.0
6,4,4,7,8,8,8,3,0,220200.0
6,4,1,3,6,6,6,4,0,230800.0
6,4,10,0,0,0,1,3,0,253700.0
6,4,9,1,1,1,2,6,0,252700.0
6,4,9,2,2,1,2,3,0,257400.0
6,4,2,3,6,3,6,5,0,177100.0
6,4,1,7,8,7,8,3,0,178600.0
6,4,0,7,8,8,8,3,0,252300.0
6,4,2,5,8,7,8,3,0,247500.0
6,4,10,0,0,1,0,9,0,298800.0
6,4,2,6,7,6,7,4,0,284100.0
6,4,8,1,2,1,2,3,0,282600.0
6,4,1,8,8,7,8,5,0,209600.0
6,4,1,8,8,7,8,5,0,200000.0
6,4,2,8,9,9,9,3,0,209800.0
6,4,2,8,9,8,9,2,0,192900.0
6,4,5,1,3,1,3,3,0,228100.0
6,4,5,2,5,2,5,1,0,187500.0
6,4,2,8,8,7,8,3,0,193800.0
6,4,6,6,8,8,8,2,0,201300.0
6,4,2,7,8,8,8,3,0,219500.0
6,4,4,6,8,8,8,1,0,229000.0
6,4,2,5,7,7,8,3,0,258300.0
6,4,4,6,8,7,8,3,0,224300.0
6,4,4,3,6,6,6,2,0,254000.0
6,4,7,3,6,6,6,1,0,238000.0
6,4,7,3,4,3,4,4,0,257700.0
6,4,8,5,4,4,4,8,0,269000.0
6,4,0,4,7,7,7,0,0,202300.0
6,4,0,8,9,9,9,2,0,222100.0
6,4,5,3,6,5,6,1,0,196900.0
6,4,7,0,1,1,1,1,0,275000.0
6,4,1,1,5,1,5,0,0,187500.0
6,4,9,1,2,1,3,0,0,268800.0
6,4,5,7,8,9,8,1,0,248100.0
6,4,0,1,3,4,2,3,0,175000.0
6,4,0,3,5,5,5,6,0,210700.0
6,4,0,6,8,8,8,3,0,229000.0
6,4,4,7,8,8,8,2,0,218100.0
6,4,7,2,5,5,5,2,0,207100.0
6,4,7,0,0,0,0,0,0,218800.0
6,4,3,2,4,5,4,2,0,205000.0
6,4,1,7,8,8,8,1,0,221900.0
6,4,4,8,9,9,9,2,0,184500.0
6,4,3,5,8,8,8,2,0,217500.0
6,4,8,4,5,5,5,6,0,260500.0
6,4,10,0,0,0,0,1,0,243800.0
6,4,7,7,8,8,8,1,0,255900.0
6,4,3,0,1,3,1,2,0,181300.0
5,4,4,8,8,8,8,9,0,446200.0
5,4,5,7,5,5,6,9,0,402900.0
5,4,7,3,2,3,3,7,0,302200.0
6,4,7,7,7,6,7,5,0,320400.0
5,4,1,8,8,7,8,4,0,280900.0
5,4,10,3,2,2,2,7,0,326100.0
5,4,9,2,1,1,1,6,0,332400.0
5,4,4,8,8,8,8,5,0,287900.0
5,4,10,7,5,5,5,7,0,343500.0
5,4,7,3,1,2,2,7,0,349600.0
5,4,7,4,3,3,3,9,0,345300.0
5,4,7,0,0,0,0,7,0,328900.0
5,4,7,4,3,2,3,6,0,294400.0
5,4,8,2,1,1,1,5,0,289000.0
5,4,8,5,4,4,5,6,0,284600.0
5,4,8,6,7,6,7,3,0,262900.0
5,4,8,2,4,4,4,3,0,192400.0
5,4,1,4,7,7,7,2,0,231800.0
5,4,5,5,5,3,4,6,0,341200.0
5,4,7,2,1,1,1,6,0,352100.0
5,4,7,2,3,1,3,3,0,272500.0
5,4,8,0,0,0,0,3,0,361700.0
5,4,7,0,0,0,0,4,0,222700.0
5,4,3,8,9,9,9,3,0,206500.0
5,4,1,8,9,9,9,3,0,251900.0
5,4,7,0,0,0,0,3,0,200000.0
5,4,0,8,9,8,9,4,0,172100.0
5,4,0,7,8,7,8,4,0,181300.0
5,4,1,8,8,8,8,1,0,222700.0
5,4,9,0,0,0,0,3,0,118800.0
5,4,8,3,4,2,3,4,0,212100.0
5,4,7,4,6,5,6,5,0,250000.0
5,4,9,6,5,5,6,7,0,247100.0
5,4,9,6,5,4,5,6,0,245100.0
5,4,9,4,5,4,5,5,0,222000.0
5,4,8,6,6,5,6,7,0,226000.0
5,4,8,2,3,2,3,3,0,217000.0
5,4,9,0,0,1,0,3,0,223100.0
5,4,8,2,2,2,3,5,0,235500.0
5,4,9,4,3,3,4,5,0,231300.0
5,4,9,4,4,3,4,8,0,231400.0
5,4,8,1,1,1,2,2,0,219900.0
5,4,9,3,3,2,3,6,0,231200.0
5,4,8,7,7,6,7,4,0,226900.0
5,4,9,2,2,2,2,3,0,229900.0
5,4,8,1,1,1,1,6,0,209100.0
5,4,9,3,2,2,2,8,0,209500.0
5,4,9,6,5,5,6,6,0,224700.0
5,4,9,3,4,3,4,4,0,230400.0
5,4,8,6,7,5,7,5,0,232000.0
5,4,9,0,0,0,0,1,0,225000.0
5,4,8,3,3,2,3,6,0,216000.0
5,4,9,1,1,1,1,6,0,229100.0
5,4,8,2,2,2,2,5,0,226900.0
5,4,8,7,7,6,7,5,0,232000.0
5,4,9,7,6,5,7,6,0,232500.0
5,4,8,5,5,4,5,4,0,250000.0
5,4,8,2,2,1,2,6,0,293800.0
5,4,9,2,1,1,2,8,0,267900.0
5,4,8,4,3,2,4,2,0,251800.0
5,4,7,5,6,5,6,5,0,247800.0
5,4,9,3,3,2,3,4,0,247000.0
5,4,10,1,1,1,1,7,0,249500.0
5,4,8,3,4,2,3,5,0,254500.0
5,4,9,2,2,1,1,5,0,244500.0
5,4,8,6,7,7,7,4,0,247900.0
5,4,7,0,0,0,0,2,0,17500.0
5,4,8,2,2,0,2,6,0,331800.0
5,4,8,7,8,5,8,5,0,497400.0
5,4,1,2,3,1,3,6,0,450000.0
5,4,4,8,9,8,9,5,0,246900.0
5,4,8,7,7,6,7,6,0,258800.0
5,4,7,5,7,5,6,4,0,349300.0
5,4,9,1,0,0,1,8,0,366700.0
5,4,8,4,3,2,4,3,0,279300.0
5,4,3,2,4,2,4,4,0,234600.0
5,4,9,5,5,4,5,6,0,278300.0
5,4,1,2,4,5,3,4,0,205000.0
5,4,7,4,5,3,5,5,0,315000.0
5,4,1,7,8,8,8,4,0,218300.0
5,4,3,6,8,8,8,2,0,219400.0
5,4,6,5,5,6,6,6,0,146000.0
5,4,7,2,2,4,3,5,0,161800.0
5,4,7,3,4,6,4,3,0,153500.0
5,4,6,2,3,6,3,4,0,160300.0
5,4,4,0,0,0,0,0,0,164600.0
5,4,6,6,5,6,4,7,0,193800.0
5,4,7,3,3,6,4,3,0,155500.0
5,4,7,1,2,4,2,5,0,154600.0
5,4,9,1,1,5,2,4,0,167000.0
5,4,4,0,2,5,2,2,0,154200.0
5,4,5,1,4,6,3,1,0,122900.0
5,4,5,3,4,5,4,4,0,160100.0
5,4,5,0,1,2,1,1,0,154200.0
5,4,5,0,0,1,0,0,0,138800.0
5,4,9,0,0,0,0,3,0,162500.0
5,4,7,1,1,4,1,1,0,144100.0
5,4,9,0,1,2,1,4,0,151700.0
5,4,7,1,2,5,2,2,0,137100.0
5,4,7,6,7,8,7,2,0,149800.0
8,4,2,9,9,9,9,9,0,349100.0
8,4,4,1,0,0,0,8,0,293800.0
8,4,2,8,8,8,8,8,0,260500.0
8,4,0,9,9,9,9,9,0,358700.0
8,4,1,9,8,8,8,8,0,248700.0
8,4,4,8,8,8,8,7,0,211700.0
8,3,2,8,8,8,8,5,0,174600.0
8,3,1,7,5,5,5,8,0,161700.0
8,4,1,5,4,5,5,7,0,224500.0
8,4,2,8,7,7,8,7,0,215600.0
7,4,4,9,8,8,8,8,0,349900.0
7,4,2,5,2,4,2,9,0,451500.0
7,4,4,8,6,7,7,8,0,309700.0
7,4,4,8,7,8,8,7,0,198000.0
7,4,3,8,8,8,8,9,0,451400.0
7,4,1,9,9,9,9,6,0,156800.0
7,4,3,4,5,5,5,4,0,212800.0
7,4,5,5,5,5,4,5,0,184200.0
7,4,6,5,5,6,6,4,0,155500.0
7,4,8,5,5,6,5,1,0,166700.0
7,4,1,8,8,8,8,4,0,222100.0
7,4,3,5,2,3,3,9,0,355500.0
7,4,5,3,3,3,3,5,0,186700.0
7,4,6,8,7,8,8,6,0,185500.0
7,4,6,6,4,5,5,8,0,297200.0
7,4,6,2,1,1,1,7,0,275000.0
7,4,6,5,3,4,4,8,0,283400.0
7,4,7,6,4,4,4,8,0,269500.0
7,4,7,7,7,6,7,4,0,235300.0
7,4,5,6,6,4,7,3,0,209200.0
7,4,5,4,2,4,2,6,0,233000.0
7,4,5,8,8,8,8,3,0,192100.0
7,4,6,5,4,5,5,7,0,245500.0
7,4,8,2,2,1,2,2,0,209500.0
7,4,5,0,0,0,0,4,0,170800.0
7,4,5,3,3,3,3,4,0,194500.0
7,4,5,3,4,3,4,3,0,194300.0
7,4,4,7,6,6,6,8,0,209400.0
7,4,4,7,6,7,6,7,0,228900.0
7,4,5,6,5,6,5,7,0,203000.0
7,4,2,7,7,7,7,7,0,191700.0
7,4,6,4,3,4,3,6,0,187600.0
7,4,4,9,9,9,9,7,0,223000.0
8,3,1,9,9,9,9,9,0,348900.0
8,4,3,8,8,8,8,7,0,192600.0
8,4,3,7,8,7,8,5,0,150400.0
8,3,2,4,4,4,4,5,0,144600.0
7,3,2,9,9,9,9,6,0,231100.0
8,3,4,8,8,8,8,2,0,202200.0
8,3,5,6,6,7,6,5,0,177200.0
8,3,4,3,3,4,3,4,0,190500.0
8,4,1,9,9,8,9,6,0,275700.0
8,4,1,8,8,8,8,6,0,230000.0
8,4,3,8,8,8,8,6,0,180500.0
8,3,9,5,5,5,5,3,0,167200.0
8,4,4,4,4,4,4,5,0,180900.0
8,4,3,8,9,8,9,3,0,212300.0
8,4,4,7,6,6,6,8,0,214700.0
8,4,4,8,8,8,8,6,0,240700.0
8,3,4,6,7,7,6,2,0,136000.0
8,3,5,6,5,8,6,4,0,121900.0
8,3,3,9,9,9,9,4,0,156800.0
8,4,2,9,9,9,9,8,0,239500.0
8,4,4,8,8,8,8,8,0,261800.0
8,3,8,0,0,6,0,1,0,125000.0
8,3,10,0,0,8,0,1,0,212500.0
8,3,10,6,5,3,6,3,0,291200.0
8,3,5,7,8,6,8,2,0,181800.0
8,3,9,5,5,4,5,8,0,289700.0
8,3,7,7,5,5,6,8,0,226000.0
8,3,7,6,5,6,6,6,0,158700.0
8,3,4,6,5,6,5,6,0,154200.0
8,3,7,2,3,2,2,4,0,151800.0
8,3,6,8,8,8,8,5,0,152500.0
8,3,5,5,5,7,5,2,0,112100.0
8,3,7,2,2,5,2,4,0,117800.0
8,3,6,2,1,5,2,3,0,115200.0
8,3,5,7,6,8,7,4,0,136400.0
8,3,6,6,6,7,6,5,0,135100.0
8,3,6,1,1,1,1,6,0,139100.0
8,3,7,7,6,7,6,6,0,146900.0
8,3,7,5,5,7,6,3,0,139200.0
8,3,4,8,8,8,8,8,0,214800.0
8,3,7,6,7,8,7,3,0,124000.0
8,3,5,7,7,8,7,3,0,113600.0
8,3,10,2,3,4,3,2,0,127300.0
8,3,9,2,4,4,4,1,0,109800.0
8,3,9,1,1,1,1,3,0,127200.0
8,3,6,3,5,7,5,1,0,103600.0
8,3,9,0,0,0,0,1,0,92600.0
8,3,4,5,7,8,7,1,0,108000.0
8,3,2,8,8,8,8,6,0,113500.0
8,3,4,3,5,7,6,1,0,114800.0
8,3,6,3,3,7,2,5,0,116300.0
8,3,6,1,1,3,1,5,0,116100.0
8,3,6,1,2,3,2,2,0,128700.0
8,3,7,7,6,7,6,5,0,131300.0
8,3,0,8,8,8,8,6,0,125900.0
8,3,6,1,1,5,1,5,0,108500.0
7,3,3,8,8,8,8,4,0,117300.0
8,3,5,3,5,7,5,1,0,91900.0
8,3,7,6,8,8,8,1,0,98000.0
8,3,6,1,3,6,3,0,0,93300.0
8,3,7,8,8,9,8,2,0,116200.0
8,3,6,3,2,3,2,4,0,134300.0
8,3,8,6,6,6,6,3,0,135700.0
8,3,9,5,7,6,6,3,0,129200.0
8,3,10,4,2,3,3,6,0,140100.0
8,3,10,1,1,0,1,8,0,161000.0
8,3,10,6,6,5,7,0,0,146200.0
8,3,6,6,5,7,6,4,0,128800.0
8,3,6,8,8,8,8,5,0,134200.0
8,3,4,8,8,8,8,5,0,130800.0
8,3,6,8,7,8,8,6,0,135000.0
8,3,5,5,7,7,7,1,0,113200.0
8,3,6,0,0,0,0,4,0,117800.0
8,3,9,0,0,0,0,0,0,98800.0
8,3,6,4,5,6,5,1,0,122600.0
8,3,6,1,1,2,2,1,0,119400.0
8,3,7,1,1,2,1,3,0,118100.0
8,3,4,6,8,8,8,1,0,113300.0
8,3,5,1,2,6,2,2,0,94300.0
8,3,5,5,7,8,7,1,0,110700.0
8,3,4,0,1,4,1,1,0,110900.0
8,3,9,2,3,6,3,1,0,110600.0
8,3,4,8,8,8,8,3,0,129700.0
8,3,8,4,3,6,3,3,0,118100.0
8,3,6,5,5,7,5,5,0,116400.0
8,3,4,5,5,8,5,3,0,129600.0
8,3,4,8,8,8,8,4,0,123300.0
8,3,3,7,7,8,7,3,0,113600.0
8,3,6,4,5,6,3,3,0,115800.0
8,3,7,5,5,8,5,4,0,113000.0
7,3,4,6,4,6,4,8,0,227900.0
7,3,0,9,9,9,9,8,0,310700.0
8,3,4,8,7,7,7,8,0,247600.0
8,3,0,9,9,9,9,8,0,253900.0
7,3,1,9,9,9,9,7,0,212900.0
8,3,3,7,6,6,6,7,0,230600.0
8,3,1,9,9,9,9,7,0,282100.0
8,3,0,9,9,9,9,8,0,315600.0
7,3,4,0,0,0,0,8,0,253800.0
7,3,1,9,9,9,9,8,0,267000.0
7,2,4,8,6,8,7,8,0,221200.0
7,2,0,9,9,9,9,9,0,368300.0
7,3,0,9,9,9,9,8,0,339700.0
7,3,2,8,8,8,8,8,0,262100.0
7,3,1,8,5,8,8,8,0,264400.0
7,3,1,7,6,8,7,8,0,271500.0
7,3,0,9,9,9,9,9,0,402500.0
7,3,3,7,5,6,5,9,0,462700.0
7,3,3,1,0,0,1,9,0,386200.0
7,3,5,0,0,0,0,9,0,500001.0
7,3,5,6,3,3,3,9,0,380900.0
7,3,6,8,7,8,8,8,0,267200.0
7,3,3,8,8,8,8,5,0,258700.0
7,3,3,8,8,8,8,7,0,189900.0
7,3,5,8,6,8,7,8,0,218200.0
7,3,1,8,7,8,7,8,0,263900.0
7,3,4,7,6,7,6,8,0,239100.0
7,3,4,5,5,4,5,5,0,191700.0
7,3,5,2,3,3,3,5,0,189600.0
7,3,5,7,7,7,7,6,0,216600.0
7,3,7,3,2,3,3,8,0,188300.0
7,3,7,1,1,1,1,8,0,220000.0
7,3,6,8,8,8,8,4,0,206900.0
7,3,5,7,8,8,8,4,0,186000.0
7,3,3,6,5,5,5,5,0,180600.0
7,3,5,1,1,1,1,7,0,196900.0
7,3,1,8,9,8,8,5,0,173300.0
7,3,2,9,9,9,9,5,0,180700.0
7,4,4,3,4,3,5,3,0,180600.0
7,4,6,4,3,4,3,6,0,183800.0
7,4,6,2,2,3,2,7,0,158500.0
7,4,6,1,0,1,0,6,0,178000.0
7,4,6,1,1,2,1,5,0,174500.0
7,4,3,8,8,8,8,7,0,199600.0
7,4,6,2,1,2,1,7,0,192200.0
7,4,5,7,7,8,7,6,0,182700.0
7,4,6,2,1,3,1,7,0,168800.0
7,4,6,2,2,4,2,6,0,165300.0
7,4,7,0,0,0,0,7,0,151300.0
7,4,2,6,7,7,7,4,0,157000.0
7,4,6,2,2,5,2,6,0,141900.0
7,4,6,2,2,6,3,6,0,141300.0
7,4,4,5,6,7,6,5,0,140200.0
7,4,7,1,1,4,1,6,0,140100.0
7,4,4,6,7,7,7,3,0,155600.0
7,4,7,4,3,5,4,6,0,164300.0
7,4,6,5,4,6,4,6,0,147400.0
7,4,4,7,8,8,8,2,0,117600.0
7,4,5,3,4,5,3,2,0,136100.0
7,4,0,1,2,2,3,0,0,139800.0
7,4,7,3,4,6,5,4,0,133000.0
7,4,6,3,5,7,4,2,0,124100.0
7,4,6,2,3,6,4,6,0,138200.0
7,4,6,1,1,2,1,4,0,151400.0
7,4,6,2,3,4,3,1,0,138500.0
